ID,year,type,division,subdivision,major
1569,2013,Major,III,1,Spanish
1570,2013,Major,I,1,Mathematics
1571,2013,Major,I,1,Mathematics
1574,2013,Major,II,2,Economics
1581,2013,Major,III,2,English
1582,2013,Major,II,2,Psychology
1584,2013,Major,II,2,Economics
1586,2013,Major,II,2,Economics
1588,2013,Major,III,3,Philosophy
1589,2013,Major,III,1,French
1595,2013,Major,III,3,Philosophy
1596,2013,Major,III,2,English
1597,2013,Major,III,3.5,Art History
1600,2013,Major,II,1,Math Methods in the Social Sciences
1601,2013,Major,II,6,International Studies
1602,2013,Major,II,6,International Studies
1609,2013,Major,II,5,Political Science
1610,2013,Major,III,3.5,Art Theory and Practice
1611,2013,Major,II,6,International Studies
1615,2013,Major,III,4,African Studies
1619,2013,Major,II,5,Political Science
1622,2013,Major,II,5,Legal Studies
1624,2013,Major,II,2,Psychology
1627,2013,Major,II,6,International Studies
1630,2013,Major,II,5,Political Science
1631,2013,Major,I,1,Mathematics
1632,2013,Major,II,4.5,Geography
1634,2013,Major,II,5,Legal Studies
1637,2013,Major,II,7,History
1638,2013,Major,II,7,History
1639,2013,Major,II,6,International Studies
1642,2013,Major,II,2,Economics
1644,2013,Major,II,2,Economics
1647,2013,Major,II,1,Math Methods in the Social Sciences
1651,2013,Major,II,5,Legal Studies
1652,2013,Major,II,6,International Studies
1654,2013,Major,II,5,Legal Studies
1660,2013,Major,II,5,Political Science
1661,2013,Major,II,1,Math Methods in the Social Sciences
1662,2013,Major,II,2,Economics
1663,2013,Major,II,2,Psychology
1666,2013,Major,III,4,African Studies
1669,2013,Major,I,5,Biological Sciences
1677,2013,Major,III,2,English
1681,2013,Major,II,2,Economics
1682,2013,Major,II,2,Economics
1685,2013,Major,II,2,Economics
1687,2013,Major,III,1.5,Middle East & North African Studies
1695,2013,Major,II,2,Psychology
1696,2013,Major,II,7,History
1698,2013,Major,II,2,Psychology
1704,2013,Major,II,6,International Studies
1715,2013,Major,III,3.5,Art History
1719,2013,Major,II,2,Linguistics
1723,2013,Major,III,3.5,Art History
1729,2013,Major,II,5,Urban Studies
1730,2013,Major,II,2,Economics
1731,2013,Major,II,2,Psychology
1738,2013,Major,II,2,Economics
1739,2013,Major,II,2,Economics
1742,2013,Major,II,2,Psychology
1747,2013,Major,I,4,Earth & Planetary Sciences
1749,2013,Major,III,3.5,Art History
1765,2013,Major,I,4,Environmental Sciences
1766,2013,Major,II,7,History
1769,2013,Major,III,1,French
1771,2013,Major,NA,NA,Slavic Languages & Literature
1772,2013,Major,II,6,International Studies
1776,2013,Major,II,6,International Studies
1780,2013,Major,II,6,International Studies
1784,2013,Major,II,4,Science in Human Culture
1785,2013,Major,III,3.5,Art Theory and Practice
1788,2013,Major,II,6,International Studies
1790,2013,Major,II,6,International Studies
1796,2013,Major,II,5,Urban Studies
1799,2013,Major,II,6,International Studies
1804,2013,Major,II,6,International Studies
1809,2013,Major,NA,NA,Music Ad Hoc
1811,2013,Major,II,5,Anthropology
1813,2013,Major,I,1,Mathematics
1819,2013,Major,II,2,Economics
1829,2013,Major,III,1,Spanish
1831,2013,Major,II,2,Economics
1832,2013,Major,II,2,Economics
1834,2013,Major,NA,NA,Music
1835,2013,Major,II,5,Political Science
1836,2013,Major,II,2,Psychology
1838,2013,Major,II,5,Legal Studies
1840,2013,Major,III,1.5,Middle East & North African Studies
1841,2013,Major,II,1,Math Methods in the Social Sciences
1842,2013,Major,III,2,English
1845,2013,Major,III,1,Spanish
1847,2013,Major,II,6,International Studies
1850,2013,Major,II,4.5,Geography
1852,2013,Major,I,5,Biological Sciences
1853,2013,Major,NA,NA,Music
1858,2013,Major,III,3.5,Art History
1863,2013,Major,II,6,International Studies
1865,2013,Major,II,1,Math Methods in the Social Sciences
1872,2013,Major,I,5,Biological Sciences
1874,2013,Major,II,6,African American Studies
1880,2013,Major,III,2,English
1884,2013,Major,II,2,Linguistics
1889,2013,Major,II,1,Math Methods in the Social Sciences
1892,2013,Major,II,5,Political Science
1899,2013,Major,II,5,Political Science
1901,2013,Major,II,5,Urban Studies
1904,2013,Major,II,5,Urban Studies
1905,2013,Major,II,2,Economics
1907,2013,Major,II,2,Economics
1912,2013,Major,I,1,Statistics
1913,2013,Major,II,1,Math Methods in the Social Sciences
1920,2013,Major,I,5,Biological Sciences
1923,2013,Major,I,1,Mathematics
1928,2013,Major,II,2,Psychology
1929,2013,Major,II,2,Economics
1931,2013,Major,II,2,Economics
1936,2013,Major,I,1,Statistics
1937,2013,Major,II,5,Urban Studies
1939,2013,Major,II,6,International Studies
1943,2013,Major,III,2,English
1944,2013,Major,III,3.5,Art History
1947,2013,Major,III,1.25,German
1949,2013,Major,II,5,Legal Studies
1955,2013,Major,III,1,French
1962,2013,Major,II,2,Psychology
1967,2013,Major,II,6,African American Studies
1969,2013,Major,II,6,International Studies
1976,2013,Major,III,3.5,Art Theory and Practice
1979,2013,Major,II,1,Math Methods in the Social Sciences
1985,2013,Major,II,2,Psychology
1989,2013,Major,II,2,Psychology
1994,2013,Major,II,6,International Studies
1997,2013,Major,II,6,International Studies
2001,2013,Major,I,5,Biological Sciences
2003,2013,Major,III,1,French
2006,2013,Major,II,6,International Studies
2008,2013,Major,I,1,Mathematics
2009,2013,Major,I,1,Mathematics
2014,2013,Major,II,1,Math Methods in the Social Sciences
2016,2013,Major,I,1,Mathematics
2017,2013,Major,II,5,Sociology
2018,2013,Major,II,2,Economics
2019,2013,Major,II,7,History
2022,2013,Major,II,5,Political Science
2024,2013,Major,II,5,Urban Studies
2028,2013,Major,III,2,English
2029,2013,Major,II,2,Economics
2036,2013,Major,II,6,International Studies
2037,2013,Major,III,3,Philosophy
2041,2013,Major,II,5,Political Science
2044,2013,Major,II,5,Political Science
2052,2013,Major,II,5,Political Science
2055,2013,Major,NA,NA,Electrical Engineering
2059,2013,Major,II,2,Economics
2060,2013,Major,II,2,Economics
2064,2013,Major,II,6,International Studies
2065,2013,Major,II,2,Linguistics
2066,2013,Major,II,2,Cognitive Science
2067,2013,Major,II,2,Economics
2068,2013,Major,III,2,English
2069,2013,Major,III,3.5,Art History
2077,2013,Major,III,2,English
2078,2013,Major,II,2,Psychology
2079,2013,Major,II,2,Psychology
2081,2013,Major,III,3,Religious Studies
2084,2013,Major,III,2,English
2090,2013,Major,II,5,Political Science
2096,2013,Major,II,6,African American Studies
2101,2013,Major,II,1,Math Methods in the Social Sciences
2108,2013,Major,I,1,Statistics
2110,2013,Major,III,3,Philosophy
2111,2013,Major,III,2,English
2112,2013,Major,III,2,English
2115,2013,Major,III,1.5,Middle East & North African Studies
2116,2013,Major,II,6,International Studies
2117,2013,Major,II,2,Psychology
2120,2013,Major,II,2,Economics
2122,2013,Major,II,6,International Studies
2123,2013,Major,I,5,Biological Sciences
2126,2013,Major,II,2,Economics
2128,2013,Major,II,6,International Studies
2132,2013,Major,II,5,Anthropology
2135,2013,Major,III,4,Gender and Sexuality Studies
2138,2013,Major,II,1,Math Methods in the Social Sciences
2143,2013,Major,II,2,Psychology
2144,2013,Major,II,2,Economics
2145,2013,Major,II,1,Math Methods in the Social Sciences
2146,2013,Major,I,1,Computer Science
2148,2013,Major,II,6,International Studies
2149,2013,Major,III,3.5,Art Theory and Practice
2152,2013,Major,II,1,Math Methods in the Social Sciences
2153,2013,Major,II,7,History
2156,2013,Major,I,1,Mathematics
2157,2013,Major,II,2,Cognitive Science
2159,2013,Major,III,2.5,Classics
2160,2013,Major,II,6,International Studies
2167,2013,Major,I,5,Biological Sciences
2168,2013,Major,I,1,Computer Science
2173,2013,Major,II,5,Political Science
2174,2013,Major,II,5,Sociology
2183,2013,Major,II,2,Economics
2186,2013,Major,III,3.5,Art Theory and Practice
2190,2013,Major,I,1,Statistics
2191,2013,Major,II,2,Economics
2196,2013,Major,III,3.5,Art History
2197,2013,Major,III,1,Spanish
2198,2013,Major,II,6,International Studies
2203,2013,Major,II,6,International Studies
2207,2013,Major,I,1,Mathematics
2212,2013,Major,II,1,Math Methods in the Social Sciences
2215,2013,Major,II,6,International Studies
2218,2013,Major,III,3.5,Art Theory and Practice
2221,2013,Major,I,3.5,Materials Science
2222,2013,Major,II,2,Psychology
2224,2013,Major,II,2,Psychology
2225,2013,Major,I,1,Mathematics
2234,2013,Major,II,6,International Studies
2235,2013,Major,II,4,Science in Human Culture
2237,2013,Major,III,1,Spanish
2240,2013,Major,II,2,Economics
2241,2013,Major,I,1,Statistics
2248,2013,Major,III,2,English
2250,2013,Major,II,1,Math Methods in the Social Sciences
2259,2013,Major,II,2,Economics
2261,2013,Major,III,2,English
2267,2013,Major,II,7,History
2273,2013,Major,II,2,Economics
2274,2013,Major,II,7,History
2275,2013,Major,II,2,Psychology
2278,2013,Major,II,5,Political Science
2280,2013,Major,III,3.5,Art History
2286,2013,Major,II,1,Math Methods in the Social Sciences
2288,2013,Major,I,4,Environmental Sciences
2289,2013,Major,II,2,Economics
2294,2013,Major,II,2,Psychology
2297,2013,Major,II,2,Psychology
2305,2013,Major,II,5,Urban Studies
2306,2013,Major,I,4,Environmental Sciences
2309,2013,Major,I,1,Computer Science
2313,2013,Major,II,5,Political Science
2316,2013,Major,III,1,Spanish
2317,2013,Major,II,2,Economics
2320,2013,Major,II,2,Economics
2323,2013,Major,II,2,Economics
2328,2013,Major,III,3.5,Art Theory and Practice
2330,2013,Major,II,2,Psychology
2331,2013,Major,II,6,International Studies
2332,2013,Major,II,2,Economics
2336,2013,Major,II,2,Economics
2338,2013,Major,III,3.5,Art History
2345,2013,Major,III,3.5,Art History
2346,2013,Major,II,6,International Studies
2347,2013,Major,II,2,Psychology
2352,2013,Major,I,1,Statistics
2356,2013,Major,II,6,American Studies
2361,2013,Major,I,6,Integrated Science Program
2362,2013,Major,II,2,Economics
2363,2013,Major,II,2,Psychology
2368,2013,Major,III,4,Gender and Sexuality Studies
2370,2013,Major,II,6,International Studies
2376,2013,Major,III,3,Religious Studies
2378,2013,Major,I,5,Biological Sciences
2380,2013,Major,I,5,Biological Sciences
2381,2013,Major,II,7,History
2382,2013,Major,III,2,English
2383,2013,Major,II,2,Psychology
2388,2013,Major,I,1,Statistics
2389,2013,Major,III,3,Philosophy
2391,2013,Major,II,2,Economics
2396,2013,Major,III,2,English
2399,2013,Major,II,1,Math Methods in the Social Sciences
2401,2013,Major,II,5,Urban Studies
2405,2013,Major,II,2,Economics
2408,2013,Major,II,6,International Studies
2409,2013,Major,II,2,Psychology
2412,2013,Major,II,5,Legal Studies
2414,2013,Major,I,1,Mathematics
2417,2013,Major,I,1,Mathematics
2420,2013,Major,II,4,Science in Human Culture
2423,2013,Major,II,6,International Studies
2426,2013,Major,III,3,Philosophy
2427,2013,Major,II,1,Math Methods in the Social Sciences
2428,2013,Major,III,2,English
2432,2013,Major,II,6,International Studies
2433,2013,Major,II,2,Economics
2434,2013,Major,II,2,Economics
2435,2013,Major,II,2,Economics
2441,2013,Major,III,1.5,Middle East & North African Studies
2443,2013,Major,II,2,Economics
2444,2013,Major,II,7,History
2445,2013,Major,II,1,Math Methods in the Social Sciences
2449,2013,Major,NA,NA,Computer Engineering
2450,2013,Major,II,6,International Studies
2453,2013,Major,II,6,International Studies
2454,2013,Major,II,5,Political Science
2456,2013,Major,II,6,International Studies
2457,2013,Major,II,6,International Studies
2459,2013,Major,II,5,Political Science
2465,2013,Major,III,3.5,Art Theory and Practice
2471,2013,Major,III,1.5,Middle East & North African Studies
2472,2013,Major,II,5,Legal Studies
2474,2013,Major,II,6,International Studies
2476,2013,Major,II,4,Science in Human Culture
2477,2013,Major,III,1,French
2479,2013,Major,II,6,International Studies
2481,2013,Major,II,2,Economics
2482,2013,Major,II,6,International Studies
2486,2013,Major,II,6,International Studies
2493,2013,Major,II,2,Economics
2496,2013,Major,II,4.5,Geography
2498,2013,Major,II,2,Psychology
2504,2013,Major,II,1,Math Methods in the Social Sciences
2508,2013,Major,II,6,International Studies
2509,2013,Major,III,3.5,Art Theory and Practice
2510,2013,Major,III,2,English
2516,2013,Major,II,5,Legal Studies
2517,2013,Major,II,6,International Studies
2519,2013,Major,II,6,International Studies
2520,2013,Major,I,1,Mathematics
2524,2013,Major,II,6,International Studies
2527,2013,Major,II,2,Psychology
2532,2013,Major,III,4,Latina & Latino Studies
2541,2013,Major,II,5,Anthropology
2544,2013,Major,II,2,Economics
2547,2013,Major,II,7,History
2558,2013,Major,III,2,English
2561,2013,Major,II,7,History
2564,2013,Major,II,1,Math Methods in the Social Sciences
2565,2013,Major,I,3,Chemistry
2567,2013,Major,II,2,Psychology
2655,2013,Major,III,2,English
2726,2013,Major,II,5,Legal Studies
2810,2013,Major,III,3.5,Art History
2848,2013,Major,III,3,Religious Studies
3327,2013,Major,II,1,Math Methods in the Social Sciences
3425,2013,Major,I,3,Physics and Astronomy
3727,2013,Major,I,5,Biological Sciences
3871,2013,Major,I,1,Statistics
5121,2013,Major,III,4,Gender and Sexuality Studies
698,2013,Major,II,6,International Studies
1382,2013,Major,I,5,Biological Sciences
1429,2013,Major,III,2,English
1927,2013,Major,I,5,Biological Sciences
1932,2013,Major,II,5,Urban Studies
2073,2013,Major,II,6,International Studies
2075,2013,Major,II,1,Math Methods in the Social Sciences
2085,2013,Major,II,6,International Studies
2187,2013,Major,II,2,Psychology
2193,2013,Major,II,5,Political Science
2308,2013,Major,II,6,International Studies
2397,2013,Major,II,6,International Studies
2452,2013,Major,II,5,Political Science
1770,2013,Major,II,7,History
2451,2013,Major,I,5,Biological Sciences
1675,2013,Major,II,7,History
806,2013,Major,NA,NA,Wind & Percussion Instruments
2119,2013,Major,III,2,English
2231,2013,Major,II,6,International Studies
3056,2013,Major,II,5,Legal Studies
1782,2013,Major,III,3,Religious Studies
1903,2013,Major,II,6,International Studies
2021,2013,Major,II,6,International Studies
2072,2013,Major,I,1,Mathematics
2094,2013,Major,II,6,International Studies
2205,2013,Major,III,1,Spanish
2348,2013,Major,II,5,Legal Studies
55,2013,Major,II,7,History
157,2013,Major,II,5,Political Science
509,2013,Major,II,1,Math Methods in the Social Sciences
1744,2013,Major,II,1,Math Methods in the Social Sciences
1779,2013,Major,III,2.5,Classics
1701,2013,Major,II,5,Political Science
2161,2013,Major,II,1,Math Methods in the Social Sciences
2425,2013,Major,II,1,Math Methods in the Social Sciences
1843,2013,Major,III,1.5,Middle East & North African Studies
1650,2013,Major,II,5,Legal Studies
1964,2013,Major,II,1,Math Methods in the Social Sciences
94,2013,Major,II,4,Science in Human Culture
1667,2013,Major,II,6,International Studies
1777,2013,Major,II,5,Legal Studies
2010,2013,Major,II,5,Anthropology
2056,2013,Major,II,6,International Studies
2136,2013,Major,II,5,Political Science
2182,2013,Major,II,6,International Studies
1526,2013,Major,II,5,Political Science
1576,2013,Major,II,5,Political Science
1664,2013,Major,III,3.5,Art History
1760,2013,Major,II,6,International Studies
1826,2013,Major,I,1,Mathematics
2536,2013,Major,II,6,International Studies
1587,2013,Major,II,5,Legal Studies
2166,2013,Major,II,6,International Studies
1513,2013,Major,III,2.5,Classics
1877,2013,Major,II,7,History
1608,2013,Major,III,3.5,Art History
2373,2013,Major,III,2,Comparative Literary Studies
2539,2013,Major,II,1,Math Methods in the Social Sciences
143,2013,Major,III,3,Religious Studies
1481,2013,Major,II,6,International Studies
1349,2013,Major,II,5,Legal Studies
1438,2013,Major,II,6,International Studies
1461,2013,Major,II,7,History
1598,2013,Major,II,6,International Studies
1607,2013,Major,II,6,International Studies
2124,2013,Major,II,6,International Studies
2295,2013,Major,II,2,Economics
1890,2013,Major,III,1.5,Middle East & North African Studies
121,2013,Major,II,7,History
195,2013,Major,III,3,Philosophy
1019,2013,Major,II,6,European Studies
1181,2013,Major,II,2,Psychology
1378,2013,Major,II,2,Economics
1412,2013,Major,I,1,Mathematics
1468,2013,Major,II,6,International Studies
1504,2013,Major,II,6,International Studies
1592,2013,Major,II,2,Economics
1623,2013,Major,II,2,Psychology
1691,2013,Major,III,1,French
1694,2013,Major,II,2,Economics
1737,2013,Major,II,2,Psychology
1798,2013,Major,II,2,Economics
1833,2013,Major,II,6,International Studies
1888,2013,Major,II,6,International Studies
1984,2013,Major,III,2,English
2080,2013,Major,I,1,Mathematics
2113,2013,Major,II,6,International Studies
2133,2013,Major,II,2,Economics
2262,2013,Major,II,5,Legal Studies
2276,2013,Major,II,5,Legal Studies
2301,2013,Major,II,6,International Studies
2359,2013,Major,II,2,Economics
2421,2013,Major,II,2,Economics
2455,2013,Major,III,1,Spanish
2497,2013,Major,II,2,Economics
2500,2013,Major,II,5,Legal Studies
2521,2013,Major,II,2,Psychology
2563,2013,Major,II,2,Economics
2570,2013,Major,II,6,International Studies
3031,2013,Major,II,5,Urban Studies
1397,2013,Major,II,1,Math Methods in the Social Sciences
2340,2013,Major,II,2,Psychology
1480,2013,Major,II,1,Math Methods in the Social Sciences
2121,2013,Major,II,6,International Studies
51,2014,Major,II,5,Political Science
103,2014,Major,II,1,Math Methods in the Social Sciences
200,2014,Major,NA,NA,Wind & Percussion Instruments
587,2014,Major,II,1,Math Methods in the Social Sciences
981,2014,Major,I,1,Mathematics
1315,2014,Major,II,2,Psychology
1357,2014,Major,II,5,Legal Studies
